"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2002-05",100.5447,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2002-06",100.4216,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2002-07",100.2723,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2002-08",100.1153,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2002-09",99.95647,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2002-10",99.63335,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2002-11",99.19297,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2002-12",98.74601,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2003-01",98.40717,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2003-02",98.21069,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2003-03",98.16795,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2003-04",98.33892,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2003-05",98.56231,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2003-06",98.78469,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2003-07",98.89967,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2003-08",98.96302,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2003-09",99.04654,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2003-10",99.1121,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2003-11",99.17823,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2003-12",99.19202,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2004-01",99.21305,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2004-02",99.30582,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2004-03",99.36243,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2004-04",99.35365,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2004-05",99.33485,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2004-06",99.36094,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2004-07",99.41147,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2004-08",99.52077,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2004-09",99.63367,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2004-10",99.68375,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2004-11",99.69923,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2004-12",99.75287,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2005-01",99.82146,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2005-02",99.85723,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2005-03",99.81303,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2005-04",99.66906,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2005-05",99.44581,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2005-06",99.28553,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2005-07",99.20664,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2005-08",99.23273,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2005-09",99.25266,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2005-10",99.30708,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2005-11",99.44342,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2005-12",99.69275,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2006-01",99.90217,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2006-02",100.0169,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2006-03",100.1207,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2006-04",100.2277,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2006-05",100.2723,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2006-06",100.2831,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2006-07",100.3387,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2006-08",100.4003,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2006-09",100.4753,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2006-10",100.5553,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2006-11",100.6665,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2006-12",100.7582,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2007-01",100.779,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2007-02",100.8666,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2007-03",101.0147,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2007-04",101.2038,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2007-05",101.4093,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2007-06",101.4754,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2007-07",101.3778,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2007-08",101.0956,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2007-09",100.7402,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2007-10",100.3682,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2007-11",99.93074,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2007-12",99.52071,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2008-01",99.15342,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2008-02",98.89552,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2008-03",98.66967,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2008-04",98.35612,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2008-05",97.89356,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2008-06",97.34262,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2008-07",96.97334,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2008-08",96.94094,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2008-09",96.9675,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2008-10",96.81191,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2008-11",96.61839,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2008-12",96.35321,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2009-01",96.15445,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2009-02",96.00333,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2009-03",96.04803,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2009-04",96.37968,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2009-05",96.86266,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2009-06",97.42809,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2009-07",97.96591,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2009-08",98.44711,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2009-09",98.91721,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2009-10",99.32765,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2009-11",99.59709,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2009-12",99.70098,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2010-01",99.65221,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2010-02",99.45977,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2010-03",99.23995,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2010-04",99.00252,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2010-05",98.71423,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2010-06",98.66131,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2010-07",98.86253,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2010-08",99.12215,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2010-09",99.26632,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2010-10",99.35224,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2010-11",99.43027,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2010-12",99.39544,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2011-01",99.34708,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2011-02",99.31105,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2011-03",99.16306,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2011-04",98.97727,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2011-05",98.92427,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2011-06",98.89419,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2011-07",98.64354,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2011-08",98.13779,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2011-09",97.67704,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2011-10",97.40156,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2011-11",97.31496,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2011-12",97.3096,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2012-01",97.4095,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2012-02",97.58812,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2012-03",97.69977,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2012-04",97.64476,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2012-05",97.57034,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2012-06",97.45684,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2012-07",97.22339,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2012-08",96.90388,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2012-09",96.59917,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2012-10",96.4527,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2012-11",96.39267,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2012-12",96.466,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2013-01",96.67958,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2013-02",96.86443,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2013-03",96.99346,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2013-04",97.12167,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2013-05",97.2571,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2013-06",97.45142,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2013-07",97.69572,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2013-08",98.00761,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2013-09",98.31177,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2013-10",98.50329,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2013-11",98.67478,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2013-12",98.89363,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2014-01",99.12425,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2014-02",99.35307,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2014-03",99.60797,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2014-04",99.8232,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2014-05",99.99086,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2014-06",100.0081,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2014-07",99.88467,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2014-08",99.69423,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2014-09",99.57291,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2014-10",99.5659,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2014-11",99.6237,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2014-12",99.82798,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2015-01",100.1462,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2015-02",100.5088,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2015-03",100.7718,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2015-04",100.855,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2015-05",100.7908,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2015-06",100.673,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2015-07",100.5954,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2015-08",100.6762,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2015-09",100.8229,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2015-10",100.9954,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2015-11",101.1528,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2015-12",101.2063,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2016-01",101.0491,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2016-02",100.753,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2016-03",100.5067,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2016-04",100.443,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2016-05",100.4791,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2016-06",100.5362,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2016-07",100.5662,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2016-08",100.6196,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2016-09",100.7216,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2016-10",100.8815,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2016-11",101.0213,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2016-12",101.0667,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2017-01",100.9941,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2017-02",100.8795,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2017-03",100.9083,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2017-04",101.0521,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2017-05",101.2595,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2017-06",101.4988,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2017-07",101.7076,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2017-08",101.8659,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2017-09",102.0062,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2017-10",102.1485,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2017-11",102.2544,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2017-12",102.3032,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2018-01",102.2485,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2018-02",102.1261,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2018-03",101.9829,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2018-04",101.875,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2018-05",101.7918,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2018-06",101.7638,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2018-07",101.7584,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2018-08",101.7079,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2018-09",101.6085,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2018-10",101.4772,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2018-11",101.2638,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2018-12",101.0447,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2019-01",100.9857,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2019-02",101.0305,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2019-03",101.0844,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2019-04",101.0945,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2019-05",101.1208,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2019-06",101.1073,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2019-07",101.1059,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2019-08",101.0711,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2019-09",101.0484,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2019-10",100.9913,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2019-11",100.9707,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2019-12",100.9197,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2020-01",100.7791,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2020-02",100.2675,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2020-03",99.08413,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2020-04",97.82665,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2020-05",97.61195,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2020-06",98.05165,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2020-07",98.43572,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2020-08",98.63683,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2020-09",98.63251,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2020-10",98.39777,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2020-11",98.22202,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2020-12",98.34992,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2021-01",98.5008,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2021-02",98.92842,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2021-03",99.7388,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2021-04",100.6501,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2021-05",101.4325,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2021-06",101.872,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2021-07",101.9259,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2021-08",101.8458,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2021-09",101.7798,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2021-10",101.5716,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2021-11",101.2324,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2021-12",100.868,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2022-01",100.4243,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2022-02",99.55122,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2022-03",98.0155,
